Row,Fav,MasterGridDataID,ObjLabel,TypeName,IsClosed,FilingDate,NumString,Applicant,Location,Descr,Status,StatusDate,ModifiedDate,IsDeleted,TotalFees,UnpaidFees,CanPayFees,PublicDocCount,IsLockedInt,IsLockedExt,CouncilDistrict,Zoning,Value,IsPublic,LU_JurisdictionID,X,Y,XWGS84,YWGS84,HouseNum,HouseNumInt,StreetName,City,St,Zip,Parcel,Guid,UserFavID,UserID,FavType,FavID,IsActive,IsDeleted1,ContactID,CanEdit,CanView,CanRenew,NeedAccept,Origin,Division,Next Compliance Date,Last Compliance Date,Open Violations,Total Violations,Next Hearing Date,Last Hearing Date
401,False,147207,Code Incident,Inoperable Vehicle,True,"6/18/2018 10:26:44 AM",1806C-0025-INOP,Anonymous,717 Foley Rd,Vehicles parked around back with tarps,No Further Action Necessary,"7/6/2018 10:30:00 AM","11/6/2018 9:02:23 AM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11381176.4400000,6836839.8100000,-78.8551245,38.4217527,717,717,Foley Rd,Harrisonburg,VA,22801,084 A  3,9e2421a0-e776-4b4f-9db7-14095654ebf8,,,,,,,,False,True,,False,CE Officer,P&Z,,"7/3/2018 12:00:00 AM",1,1,,
402,False,148132,Code Incident,"Use: Other",True,"10/19/2018 3:00:50 PM",1810C-0024-USE,Harrisonburg Fire Dept Harrisonburg Fire Dept,1821 Erickson Ave,Fire Dept responded to residence for a fire related issue.  They found welding being done on the premises and relayed concerns to zoning.  Zoning is B-2 which does permit any kind of manufacturing.,Inspection,"10/19/2018 3:15:00 PM","11/7/2018 9:39:03 AM",False,0.00,0.00,False,0,False,True,,B-2,0.00,True,1,11366533.7500000,6841487.6700000,-78.9063061,38.4343487,1821,1821,Erickson Ave,Harrisonburg,VA,22801,115 B  3,649b79dc-f9ac-427e-8206-277c869248d0,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
403,False,148298,Code Incident,Boarding House,True,"11/7/2018 4:12:37 PM",1811C-0006-BH,,715 N Main St,Boarding house inspection with Rachel,No Violations Found,"11/8/2018 10:30:00 AM","11/8/2018 10:57:41 AM",False,0.00,0.00,False,0,False,True,,M-1C,0.00,True,1,11379051.6300000,6849746.9300000,-78.8627191,38.4571720,715,715,N Main St,Harrisonburg,VA,22802,040 T 10,d3e8708e-8c2b-48d2-b61f-ceeac6df736f,,,,,,,,False,True,,False,CE Officer,BLD,,,0,0,,
404,False,147568,Code Incident,Inoperable Vehicle,True,"7/31/2018 10:45:21 AM",1807C-0060-INOP,Proactive 6 City Hall,343 Old South High St,Beige Lincoln,Inoperable Vehicle Notice,"10/9/2018 12:41:24 PM","11/8/2018 12:10:22 PM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375149.4100000,6845328.3700000,-78.8762831,38.4449958,343,343,Old South High St,Harrisonburg,VA,22801,025 G  2,bdc97fc4-19ed-447a-bd58-7b5420ca978a,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
405,False,147148,Code Incident,"Junk, Trash and Debris",True,"6/8/2018 10:40:57 AM",1806C-0011-JNK,Anonymous,973 Greenbriar Dr,trash,No Further Action Necessary,"7/6/2018 11:00:00 AM","11/14/2018 2:15:59 PM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11376614.3000000,6838364.8900000,-78.8710701,38.4258909,973,973,Greenbriar Dr,Harrisonburg,VA,22801,012 K 10,110ea5ce-40f8-4794-a0db-b6e8ec87bc91,,,,,,,,False,True,,False,CE Officer,P&Z,,"6/22/2018 12:00:00 AM",1,1,,
406,False,147996,Code Incident,Signage,True,"10/1/2018 10:12:22 AM",1810C-0004-SIGN,Proactive 6 Northfield,259 Vine St,Signs,Correction Notice,"10/1/2018 10:22:37 AM","11/14/2018 4:09:55 PM",False,0.00,0.00,False,0,False,True,,R-4,0.00,True,1,11383200.2300000,6850856.1300000,-78.8482462,38.4602620,259,259,Vine St,Harrisonburg,VA,22802,042 D 11,f15a1c89-7f57-43a5-982a-4330ab6ef5f7,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
407,False,147875,Code Incident,"Use: Occupancy",True,"9/12/2018 10:32:10 AM",1809C-0017-OCC,,365 Hill St,person living in a camper out back.  Generator running 24/7 for a month.,Correction Notice,"9/17/2018 4:19:23 PM","11/14/2018 4:10:08 PM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11380241.3900000,6847767.8000000,-78.8585373,38.4517503,365,365,Hill St,Harrisonburg,VA,22802,033 N 10,f65dbdf5-a4bb-4495-b8c3-ee66f59453f8,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
408,False,148116,Code Incident,"Junk, Trash and Debris",True,"10/17/2018 4:20:36 PM",1810C-0021-JNK,City of Harrisonburg Public Works,836 Chicago Ave,Trash in backyard,Junk and Debris,"10/17/2018 4:21:12 PM","11/14/2018 4:52:44 PM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11375642.3400000,6851128.2900000,-78.8746447,38.4609276,836,836,Chicago Ave,Harrisonburg,VA,22802,039 G 48,701eaa15-a8b5-497c-81fb-cbe028398152,,,,,,,,False,True,,False,Public Works,P&Z,,,0,0,,
409,False,148003,Code Incident,Signage,True,"10/2/2018 11:39:24 AM",1810C-0008-SIGN,Proactive 6 Northfield,1370 N Main St,Signage - offpremises,Sign Notice,"10/2/2018 12:04:30 PM","11/27/2018 9:43:49 AM",False,0.00,0.00,False,0,False,True,,B-2C,0.00,True,1,11382614.5500000,6851674.7600000,-78.8503025,38.4625037,1370,1370,N Main St,Harrisonburg,VA,22802,042 D 16,61b114c1-034a-4dde-8d7f-787fb0d231fc,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
410,False,147901,Code Incident,"Use: Other",True,"9/17/2018 4:44:02 PM",1809C-0020-USE,Anonymous,162 Westhampton Ct,Work trucks parked in yard. Workers are driving to the location and dropping off personal vehicles then going to work in trucks.,,"9/17/2018 4:44:02 PM","11/27/2018 9:44:47 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11371207.0400000,6841415.0000000,-78.8899902,38.4342048,162,162,Westhampton Ct,Harrisonburg,VA,22801,019 J  7,c0cfd862-1542-4c1e-9e74-7d151a8b4fe9,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
411,False,148121,Code Incident,"Junk, Trash and Debris",True,"10/18/2018 10:10:27 AM",1810C-0023-JNK,Anonymous,609 Collicello St,Couch on front porch,Inspection,"10/18/2018 3:30:00 PM","12/6/2018 11:39:15 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11376968.4500000,6849523.5300000,-78.8699908,38.4565358,609,609,Collicello St,Harrisonburg,VA,22802,039 Z  2,a7927f23-d7b7-470e-ac31-7a00d8d1530c,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
412,False,148120,Code Incident,"Junk, Trash and Debris",True,"10/18/2018 10:09:11 AM",1810C-0022-JNK,Anonymous,542 Collicello St,Couch on front porch,Inspection,"10/18/2018 3:30:00 PM","12/6/2018 11:39:34 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11377060.4900000,6849405.4200000,-78.8696677,38.4562125,542,542,Collicello St,Harrisonburg,VA,22802,034 A 10,4cd006cd-f441-4b38-8b1d-e2d2cf18eae3,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
413,False,147734,Code Incident,"Junk, Trash and Debris",True,"8/29/2018 3:21:59 PM",1808C-0038-JNK,Anonymous,110 E Johnson St,Junk,Correction Notice,"8/29/2018 3:22:43 PM","12/6/2018 11:49:05 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11379114.4400000,6849158.1100000,-78.8624917,38.4555559,110,110,E Johnson St,Harrisonburg,VA,22802,034 BB16,127d6ff9-0c65-489e-a63d-fdeb2bd7b813,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
414,False,147717,Code Incident,"Junk, Trash and Debris",True,"8/28/2018 10:13:45 AM",1808C-0033-JNK,,110 E Johnson St,Junk in and around property.  Shredded blue tarp,,"8/28/2018 10:13:45 AM","12/6/2018 11:49:10 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11379114.4400000,6849158.1100000,-78.8624917,38.4555559,110,110,E Johnson St,Harrisonburg,VA,22802,034 BB16,af1be14e-7019-483f-9d52-07265df4f210,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
415,False,148054,Code Incident,Inoperable Vehicle,True,"10/10/2018 1:20:30 PM",1810C-0016-INOP,Proactive 6 N Main,526 Northglen Ln,Tan Chevy Blazer,Correction Notice,"10/10/2018 1:57:58 PM","12/6/2018 11:51:37 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11382397.8500000,6849135.5900000,-78.8510254,38.4555291,526,526,Northglen Ln,Harrisonburg,VA,22802,032 M  9,f7cedf37-b4d2-4eb0-aaf9-92f2095a2e2b,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
416,False,148343,Code Incident,"Junk, Trash and Debris",True,"11/19/2018 8:42:37 AM",1811C-0008-JNK,Anonymous,446 W Wolfe St,Fridge/AC unit and other trash around property.,Correction Notice,"11/21/2018 10:46:43 AM","12/6/2018 11:51:52 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375415.1500000,6848124.8800000,-78.8753952,38.4526779,446,446,W Wolfe St,Harrisonburg,VA,22802,035 M 11,e7ff402a-214e-40c9-b2f1-7554a3396447,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
417,False,148411,Code Incident,Signage,True,"12/4/2018 10:00:20 AM",1812C-0002-SIGN,Proactive 6 Preston Heights,98 S Carlton St,Sign,Sign Notice,"12/4/2018 10:22:28 AM","12/6/2018 11:52:31 AM",False,0.00,0.00,False,0,False,True,,B-2,0.00,True,1,11380443.0400000,6844659.0400000,-78.8577908,38.4432160,98,98,S Carlton St,Harrisonburg,VA,22801,027 N  9,89235783-68a6-40a3-a6ae-5ea7c59e0970,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
418,False,148002,Code Incident,Signage,True,"10/2/2018 11:24:59 AM",1810C-0007-SIGN,Proactive 6 Northfield,105 Vine St,Unpermitted and off premises sigange,Sign Notice,"10/2/2018 11:25:49 AM","12/6/2018 11:55:19 AM",False,0.00,0.00,False,0,False,True,,B-2C,0.00,True,1,11382770.9200000,6851502.2100000,-78.8497540,38.4620316,105,105,Vine St,Harrisonburg,VA,22802,042 D 22,dadb872d-d39f-461e-a136-0f192855ce48,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
419,False,148000,Code Incident,"Junk, Trash and Debris",True,"10/2/2018 10:42:48 AM",1810C-0006-JNK,Proactive 6 Northfield,1256 N Main St,Indoor furniture,Junk and Debris,"10/2/2018 10:44:57 AM","12/6/2018 3:18:31 PM",False,0.00,0.00,False,0,False,True,,M-1,0.00,True,1,11382030.4000000,6851349.4300000,-78.8523382,38.4616043,1256,1256,N Main St,Harrisonburg,VA,22802,042 D 19,9903b68e-924a-4bc0-8928-662ca11ade51,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
420,False,148076,Code Incident,Property Maintenance,True,"10/12/2018 4:30:57 PM",1810C-0019-PM,,165 N High St Apt A,"Roof is leaking and as a result, the  ceiling is damaged and falling down.",Inspection,"12/7/2018 9:30:00 AM","12/7/2018 11:16:17 AM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11376279.6100000,6847847.8400000,-78.8723726,38.4519268,165,165,N High St,Harrisonburg,VA,22802,035 R 18,63079013-3175-4b4c-a960-82d014133a59,,,,,,,,False,True,,False,Citizen,BLD,,"11/16/2018 12:00:00 AM",2,2,,
421,False,148287,Code Incident,Property Maintenance,True,"11/6/2018 3:10:29 PM",1811C-0005-PM,Don W Klotz,1651 S Burkwood Ct Ste A,,Inspection,"12/7/2018 9:45:00 AM","12/7/2018 11:16:26 AM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11375796.3700000,6857806.4100000,-78.8742018,38.4792669,1651,1651,S Burkwood Ct,Harrisonburg,VA,22802,052 H 54,b357191a-a768-415a-9cda-1c14e5f7b000,,,,,,,,False,True,,False,Police,BLD,,"12/7/2018 4:30:00 PM",2,2,,
422,False,147853,Code Incident,"Junk, Trash and Debris",True,"9/7/2018 4:08:46 PM",1809C-0007-JNK,Anonymous,524 Norwood St,Junk by dumpster,Junk and Debris,"9/7/2018 4:09:16 PM","12/11/2018 4:21:08 PM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11380389.0500000,6845287.2400000,11380389.0500000,6845287.2400000,524,524,Norwood St,Harrisonburg,VA,22801,027 S 25 26 27,4c9d6016-cce7-4a25-82ab-3d65d0898d3f,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
423,False,148279,Code Incident,"Use: Other",True,"11/2/2018 3:37:47 PM",1811C-0004-USE,Proactive 6 Reherd Acres,1121 Blue Ridge Dr Ste B,Advertising for home occupation permit,Correction Notice,"11/2/2018 3:39:24 PM","12/12/2018 8:21:55 AM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11384206.2500000,6847984.0700000,-78.8446951,38.4523859,1121,1121,Blue Ridge Dr,Harrisonburg,VA,22802,031 D  3,a69ea954-b236-4a3b-bb3b-af4c77df16b1,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
424,False,147078,Code Incident,"Use: Occupancy",True,"5/31/2018 10:34:16 AM",1805C-0045-OCC,,537 S Mason St,Caller believes this property is not used as a single-family dwelling and has more than the allowed number of occupants residing in structure.  ,No Violations Found,"5/31/2018 10:30:00 AM","12/12/2018 8:57:41 AM",False,0.00,0.00,False,0,False,True,,R-P,0.00,True,1,11377071.8000000,6844527.3900000,-78.8695597,38.4428178,537,537,S Mason St,Harrisonburg,VA,22801,025 M 19,a95c71de-dd70-47a6-8246-d20b480e1aa2,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
425,False,148400,Code Incident,Inoperable Vehicle,True,"11/30/2018 4:03:04 PM",1811C-0014-INOP,Proactive 6 Preston Heights,465 Cardinal Dr,Inoperable vehicle no plates and expired inspection sticker,Inoperable Vehicle Notice,"11/30/2018 4:04:05 PM","12/12/2018 11:17:16 AM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11379450.0600000,6842508.8700000,-78.8612283,38.4373011,465,465,Cardinal Dr,Harrisonburg,VA,22801,015 E 11,5f333f48-c121-4503-aaf4-b39d30a03ceb,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
426,False,148470,Code Incident,Property Maintenance,True,"12/14/2018 9:20:13 AM",1812C-0012-PM,,302 W Bruce St,Heirs to property they feel it is unsafe and needs to be demolished. Spoke with Ron Schuett and was given information and required to submit letter of intent,No Violations Found,"12/14/2018 2:00:00 PM","12/14/2018 3:46:27 PM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375603.1600000,6846495.6000000,-78.8747155,38.4482061,302,302,W Bruce St,Harrisonburg,VA,22801,025 A  1,30def6e1-9166-4f9b-ab56-d968a0aa4646,,,,,,,,False,True,,False,Citizen,BLD,,,0,0,,
427,False,147225,Code Incident,Tall Grass and Weeds,True,"6/21/2018 8:10:42 AM",1806C-0027-TGW,Anonymous,1284 Old Richmond Cir,Tall grass and weeds,2nd Notice - Tall Weeds and Grass,"9/18/2018 12:27:45 PM","12/19/2018 8:41:49 AM",False,0.00,0.00,False,0,False,True,,R-4,0.00,True,1,11382486.4500000,6850070.9600000,-78.8507284,38.4580985,1284,1284,Old Richmond Cir,Harrisonburg,VA,22802,042 O 26,374f8bb8-713a-465e-bfc2-71b0214ef271,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
428,False,147931,Code Incident,Tall Grass and Weeds,True,"9/20/2018 4:48:34 PM",1809C-0027-TGW,Anonymous,309 W Water St,Tall grass and weeds,2nd Notice - Tall Weeds and Grass,"10/22/2018 2:38:43 PM","12/19/2018 8:42:25 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375655.8300000,6846803.4000000,-78.8745359,38.4490519,309,309,W Water St,Harrisonburg,VA,22801,025 A 23,93609464-7d4f-4c0e-bb75-1ed9e2f2be15,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
429,False,148460,Code Incident,Property Maintenance,True,"12/13/2018 8:56:05 AM",1812C-0011-PM,,744 E Gay St Apt D,"No heat in apartment, spoke with landlord and landlord gave tenant (2) space heaters for temp heat",No Violations Found,"12/13/2018 11:30:00 AM","1/2/2019 10:25:31 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11381449.0200000,6847879.1500000,-78.8543218,38.4520690,744,744,E Gay St,Harrisonburg,VA,22802,032 K  4,55d9f0e4-0671-4115-9770-1c827168fdb7,,,,,,,,False,True,,False,Citizen,BLD,,,0,0,,
430,False,148506,Code Incident,Signage,True,"12/21/2018 9:27:53 AM",1812C-0016-SIGN,Proactive 6 Mosby & Kaylor,110 Leray Cir,Now open,Sign Notice,"12/21/2018 10:25:46 AM","1/7/2019 10:49:12 AM",False,0.00,0.00,False,0,False,True,,M-1,0.00,True,1,11365903.2000000,6827776.9100000,-78.9082945,38.3966921,110,110,Leray Cir,Harrisonburg,VA,22801,105 C 11,1d674a43-46ee-4a54-bcde-a744341fee28,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
