Row,Fav,MasterGridDataID,ObjLabel,TypeName,IsClosed,FilingDate,NumString,Applicant,Location,Descr,Status,StatusDate,ModifiedDate,IsDeleted,TotalFees,UnpaidFees,CanPayFees,PublicDocCount,IsLockedInt,IsLockedExt,CouncilDistrict,Zoning,Value,IsPublic,LU_JurisdictionID,X,Y,XWGS84,YWGS84,HouseNum,HouseNumInt,StreetName,City,St,Zip,Parcel,Guid,UserFavID,UserID,FavType,FavID,IsActive,IsDeleted1,ContactID,CanEdit,CanView,CanRenew,NeedAccept,Origin,Division,Next Compliance Date,Last Compliance Date,Open Violations,Total Violations,Next Hearing Date,Last Hearing Date
1,False,232232,Code Incident,Working Without a Permit,False,"7/7/2022 8:58:20 AM",2207C-0007-NP,,1561 Central Ave,Working on deck without permit. Making larger than existing,,"7/7/2022 8:58:20 AM","7/7/2022 5:01:54 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11371803.2100000,6841187.6300000,-78.8879056,38.4335874,1561,1561,Central Ave,Harrisonburg,VA,22801,019 I  5,5b6b740c-f8fb-470f-ba4c-4e30acaf7833,,,,,,,,False,True,,False,Building Inspection,BLD,,,0,0,,
2,False,232219,Code Incident,Tall Grass and Weeds,True,"7/6/2022 10:43:14 AM",2207C-0001-TGW,Anonymous,981 Smith Ave,Tall grass and weeds.,No Violations Found,"7/6/2022 10:30:00 AM","7/8/2022 10:21:22 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11373466.8800000,6853221.5300000,-78.8822726,38.4666508,981,981,Smith Ave,Harrisonburg,VA,22802,048 I 14,8d73ae8e-4bc1-427a-82c2-16b19197e3a5,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
3,False,232222,Code Incident,Tall Grass and Weeds,True,"7/6/2022 10:50:37 AM",2207C-0004-TGW,Anonymous,908 Vine St,Tall grass and weeds.,No Violations Found,"7/6/2022 10:45:00 AM","7/8/2022 10:22:19 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11382118.7200000,6846372.6800000,-78.8519631,38.4479394,908,908,Vine St,Harrisonburg,VA,22802,028 N 46,07b5e292-fc50-44ee-b582-360af7a72c79,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
4,False,232220,Code Incident,Tall Grass and Weeds,False,"7/6/2022 10:46:01 AM",2207C-0002-TGW,Anonymous,904 Vine St,Tall grass and weeds.,Tall Weeds and Grass Notice,"7/8/2022 1:40:21 PM","7/8/2022 1:58:24 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11382102.3800000,6846405.4100000,-78.8520206,38.4480291,904,904,Vine St,Harrisonburg,VA,22802,028 N 44,22f32515-df6a-449f-8c47-5ac7bf53b3b3,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
5,False,232226,Code Incident,Tall Grass and Weeds,True,"7/6/2022 12:52:05 PM",2207C-0006-TGW,Anonymous,1936 Medical Ave,Tall Grass and Weeds on the property ,No Violations Found,"7/8/2022 1:00:00 PM","7/11/2022 2:40:28 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11381720.4800000,6839027.4100000,-78.8532550,38.4277655,1936,1936,Medical Ave,Harrisonburg,VA,22801,079 B 14,d666b67d-8a9a-47be-b2bf-9b8134b307a8,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
6,False,232671,Code Incident,Inoperable Vehicle,True,"7/13/2022 9:42:00 AM",2207C-0018-INOP,Christopher Perez-Leon,323 W Water St,Inoperable vehicles in rear yard of property. ,Violations Remedied,"7/21/2022 11:15:00 AM","7/21/2022 11:09:50 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11375604.0400000,6846837.3000000,-78.8747172,38.4491444,323,323,W Water St,Harrisonburg,VA,22801,025 A 21,fd89ae96-2fe6-4e88-a222-77958a661734,,,,,,,,False,True,,False,Planning & Zoning,P&Z,,,0,0,,
7,False,232254,Code Incident,Tall Grass and Weeds,True,"7/8/2022 3:15:38 PM",2207C-0013-TGW,Anonymous,1767 Pear St,Tall grass and weeds.,Violations Remedied,"7/19/2022 12:30:00 AM","7/21/2022 4:29:06 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11369003.4400000,6841066.5700000,-78.8976778,38.4332221,1767,1767,Pear St,Harrisonburg,VA,22801,009 T  2,e2422e93-f821-4b1e-928c-288a1b0fd6ae,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
8,False,232666,Code Incident,Property Maintenance,False,"7/12/2022 3:42:08 PM",2207C-0017-PM,,1057 Chicago Ave,"1.  Swimming pool in backyard without enclosure.  2.  Exterior surfaces surrounding various windows not maintained in good condition and missing trim and surrounding siding.  3.  Roof drains / downspouts not connected in some locations.   Combined from original report via Public Web #2206C-0003-NP: Zoning violation-Above ground swimming pool installed without a permit and fence or barrier. The pool contains more than 5100 gallons of water, and the water depth is above 30 inches. The pool is not being drained into a sanitary sewer. The pool is located in the backyard where construction/modification is being conducted in the basement and cars are constantly parked in the backyard, transpassing neighbors' area. All these activities are being done without a permit being displayed for the community. Children from neighbors are being exposed to unsafety activities coming from this address. ",Correction Notice,"7/12/2022 4:25:32 PM","7/22/2022 9:51:27 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11374551.1100000,6853610.5700000,-78.8784914,38.4677314,1057,1057,Chicago Ave,Harrisonburg,VA,22802,048 D 27,044080ba-baf1-48f1-8689-4276d8da546b,,,,,,,,False,True,,False,Citizen,BLD,,"8/11/2022 3:30:00 PM",3,3,,
9,False,232788,Code Incident,Working Without a Permit,True,"7/21/2022 8:52:23 AM",2207C-0025-NP,,468 Preston Dr,Drove by 3 days in a row with Landes HVAC vehicle in front.  Stopped on 7/21/22 knocked and the crew came out and informed me they were installing GAS furnace/s.  I informed them they needed a permit.  I called Anthony at Landes 540-434-5988 and it was an emergency install due to no A/C and that Landes was aware of the need for permit but they hadn't sent it to our office yet. ,Violations Remedied,"7/25/2022 9:30:00 AM","7/22/2022 10:43:52 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11379143.4300000,6843821.5700000,-78.8623169,38.4409024,468,468,Preston Dr,Harrisonburg,VA,22801,015 P  4,fd624766-921c-4162-8e22-b02e5c52a6f4,,,,,,,,False,True,,False,Citizen,BLD,,,0,0,,
10,False,232811,Code Incident,Working Without a Permit,False,"7/22/2022 4:11:05 PM",2207C-0032-NP,,851 Grant St,Unpermitted swimming pool without barrier.,Inspection,"7/22/2022 4:00:00 PM","7/22/2022 4:27:35 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11375798.6900000,6851366.8600000,-78.8741020,38.4615844,851,851,Grant St,Harrisonburg,VA,22802,039 G  9,a767c129-38f5-43d6-9a02-bcf59bfc92e2,,,,,,,,False,True,,False,Citizen,BLD,,,0,0,,
