Row,Fav,MasterGridDataID,ObjLabel,TypeName,IsClosed,FilingDate,NumString,Applicant,Location,Descr,Status,StatusDate,ModifiedDate,IsDeleted,TotalFees,UnpaidFees,CanPayFees,PublicDocCount,IsLockedInt,IsLockedExt,CouncilDistrict,Zoning,Value,IsPublic,LU_JurisdictionID,X,Y,XWGS84,YWGS84,HouseNum,HouseNumInt,StreetName,City,St,Zip,Parcel,Guid,UserFavID,UserID,FavType,FavID,IsActive,IsDeleted1,ContactID,CanEdit,CanView,CanRenew,NeedAccept,Origin,Division,Next Compliance Date,Last Compliance Date,Open Violations,Total Violations,Next Hearing Date,Last Hearing Date
601,False,149705,Code Incident,Signage,True,"5/31/2019 12:49:12 PM",1905C-0054-SIGN,Proactive 6 Purcell Park,1476 S Main St,flag signs ,Sign Notice,"5/31/2019 12:57:07 PM","6/21/2019 3:07:43 PM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11373336.0000000,6840632.6100000,-78.8825465,38.4320810,1476,1476,S Main St,Harrisonburg,VA,22801,011 C 12 13,878c58a0-8b94-406f-ab38-f0b8f52a6ddd,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
602,False,149715,Code Incident,Signage,True,"6/3/2019 10:21:58 AM",1906C-0002-SIGN,Proactive 6 Purcell Park,1780 S Main St,barber sign ,Sign Notice,"6/3/2019 10:23:04 AM","6/25/2019 10:11:30 AM",False,0.00,0.00,False,0,False,True,,B-2,0.00,True,1,11371721.2300000,6838275.6800000,-78.8881488,38.4255904,1780,1780,S Main St,Harrisonburg,VA,22801,005 C  9,1d1efd2c-409d-414c-a068-41166e6e7105,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
603,False,149828,Code Incident,Tall Grass and Weeds,True,"6/17/2019 2:54:51 PM",1906C-0020-TGW,Anonymous,1200 Portland Dr,TGW,Tall Weeds and Grass Notice,"6/20/2019 12:05:37 PM","6/25/2019 10:57:21 AM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11378396.0300000,6833861.3700000,-78.8647882,38.4135441,1200,1200,Portland Dr,Harrisonburg,VA,22801,088 E  3,2265568f-e0a3-4ec1-9675-99c40991b5fb,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
604,False,149813,Code Incident,Signage,True,"6/13/2019 12:52:28 PM",1906C-0018-SIGN,Anonymous,1425 S Main St,Fluttering feather sign,Inspection,"6/14/2019 10:30:00 AM","6/25/2019 10:57:33 AM",False,0.00,0.00,False,0,False,True,,B-2,0.00,True,1,11373394.0500000,6841131.8000000,-78.8823511,38.4334524,1425,1425,S Main St,Harrisonburg,VA,22801,011 A  1,194b3ed0-87b6-495a-bfcf-2dcecd72036e,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
605,False,149753,Code Incident,"Junk, Trash and Debris",True,"6/6/2019 9:39:14 AM",1906C-0009-JNK,Anonymous,430 W Market St,Junk in rear of house. *permission to go on 438 W Market Street*,Inspection,"6/25/2019 11:00:00 AM","6/25/2019 10:57:56 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375274.3400000,6847408.6300000,-78.8758767,38.4507095,430,430,W Market St,Harrisonburg,VA,22801,035 Q 25,2366283d-2779-4873-bcbb-db43cd8892ed,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
606,False,149903,Code Incident,Working Without a Permit,True,"6/26/2019 1:34:21 PM",1906C-0034-NP,,1801 Glanzer Ct,Neighbor called in and complained about a structure being built in rear yard without a building permit. Not sure of the size but neighbor has observed footers being dug and concrete black being laid. No permit is on file with our office after a check of the database.,No Violations Found,"6/27/2019 10:30:00 AM","6/27/2019 12:51:35 PM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11366932.9300000,6847584.2200000,-78.9050064,38.4510942,1801,1801,Glanzer Ct,Harrisonburg,VA,22801,122 B  3,fc4e020e-686f-4584-8d7f-bc01fdf2e097,,,,,,,,False,True,,False,Citizen,BLD,,,0,0,,
607,False,147948,Code Incident,Property Maintenance,True,"9/24/2018 11:16:27 AM",1809C-0028-PM,,407 Paul St,Neighbor was concerned with a hole in the siding at the lower roof level.,Correction Notice,"9/24/2018 11:40:46 AM","6/27/2019 4:38:50 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,-1.0000000,-1.0000000,-1.0000000,-1.0000000,,0,,,,,,1b35cfba-a884-4d9c-b273-8fb4e812bdce,,,,,,,,False,True,,False,Citizen,BLD,,"10/31/2018 12:00:00 AM",3,3,,
608,False,149694,Code Incident,"Junk, Trash and Debris",True,"5/30/2019 12:11:42 PM",1905C-0050-JNK,Anonymous,461 E Gay St,Junk in backyard,Junk and Debris,"5/30/2019 12:12:17 PM","7/1/2019 9:01:54 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11379690.0300000,6847930.7400000,-78.8604648,38.4521918,461,461,E Gay St,Harrisonburg,VA,22802,033 M 16,fbe4231c-2ad6-41c9-ae99-20678c5c8ee6,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
609,False,148870,Code Incident,Chickens,True,"2/22/2019 4:01:41 PM",1902C-0012-CHK,Anonymous,107 South Ave,,Inspection,"2/22/2019 4:15:00 PM","7/1/2019 11:36:54 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11371868.1800000,6842021.5300000,-78.8876911,38.4358780,107,107,South Ave,Harrisonburg,VA,22801,019 H  9,13b9d4bf-7735-4617-bcf6-143d245ae729,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
610,False,149885,Code Incident,"Junk, Trash and Debris",True,"6/25/2019 11:34:51 AM",1906C-0033-JNK,Anonymous,711 Greenbriar Dr,junk tables,Inspection,"6/25/2019 1:45:00 PM","7/8/2019 8:42:27 AM",False,0.00,0.00,False,0,False,True,,R-4,0.00,True,1,11375941.2300000,6839328.4600000,-78.8734332,38.4285293,711,711,Greenbriar Dr,Harrisonburg,VA,22801,012 J  6,27243e6e-89dd-467f-8a1e-20665de88698,,,,,,,,False,True,,False,CE Officer,P&Z,,"7/9/2019 12:00:00 AM",1,1,,
