Row,Fav,MasterGridDataID,ObjLabel,TypeName,IsClosed,FilingDate,NumString,Applicant,Location,Descr,Status,StatusDate,ModifiedDate,IsDeleted,TotalFees,UnpaidFees,CanPayFees,PublicDocCount,IsLockedInt,IsLockedExt,CouncilDistrict,Zoning,Value,IsPublic,LU_JurisdictionID,X,Y,XWGS84,YWGS84,HouseNum,HouseNumInt,StreetName,City,St,Zip,Parcel,Guid,UserFavID,UserID,FavType,FavID,IsActive,IsDeleted1,ContactID,CanEdit,CanView,CanRenew,NeedAccept,Origin,Division,Next Compliance Date,Last Compliance Date,Open Violations,Total Violations,Next Hearing Date,Last Hearing Date
1,False,233382,Incident,Short Term Rental,False,"9/1/2022 5:21:05 AM",2209C-0001-ZNG,,1438 Crawford Ave,"On July 15, 2022, received an inquiry/complaint asking if this property has short-term rental special use permit or annual registrations. ",,"9/1/2022 5:21:05 AM","9/1/2022 5:26:01 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11374401.9300000,6839884.0000000,-78.8788146,38.4300375,1438,1438,Crawford Ave,Harrisonburg,VA,22801,011 N 35,910f8776-c01e-4273-be8c-ec4460c20c89,,,,,,,,,,,False,,,,,,,,
2,False,233393,Incident,"Junk, Trash and Debris",False,"9/1/2022 1:44:53 PM",2209C-0002-JNK,Anonymous,55 E Grattan St,"Accumulation of trash next to the front porch.   Zoning Note: Property Identified as student housing. HPW will work with tenants but will not be enforcing Sec. 6-2-6 until after 9/12/22. This is an educational period for the tenants.",Inspection,"9/1/2022 2:00:00 PM","9/1/2022 1:47:12 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11376587.7700000,6844428.5100000,-78.8712483,38.4425410,55,55,E Grattan St,Harrisonburg,VA,22801,025 N  8,75300209-0f63-40b7-a368-3d4ef65591fc,,,,,,,,,,,False,,,,,,,,
3,False,233610,Incident,Working Without a Permit,True,"9/16/2022 11:54:38 AM",2209C-0014-NP,,211 Maryland Ave,"Driving by, through the open front door I see new hanging yellow romex wire.  I stop and was met by the person doing the work, Casey Stemper, 540-476-1501, jcstemper@gmail.com, who explained they were doing ""touch up"" work inside but installing a new 1 ton HVAC system that required electrical work.  He agreed that a permit was needed and agreed to get one soon.  During a phone call later that day, I told him to stop all work until permits were issued.",Verbal Notice,"9/16/2022 3:45:45 PM","9/16/2022 3:46:56 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11373022.1200000,6844203.6300000,-78.8836943,38.4418832,211,211,Maryland Ave,Harrisonburg,VA,22801,023 A 46 47 48,30c00acc-f765-4d13-98eb-58652f95e45f,,,,,,,,,,,False,,,,,,,,
4,False,233470,Incident,"Junk, Trash and Debris",True,"9/6/2022 2:11:23 PM",2209C-0008-JNK,Anonymous,120 Old South High St,Junk on property,Violations Remedied,"9/6/2022 2:00:00 PM","9/19/2022 9:32:42 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11376176.1400000,6846601.5700000,-78.8727163,38.4485035,120,120,Old South High St,Harrisonburg,VA,22801,025 C 13,4cf90ec1-bb9b-40ca-8d50-3b026e934dca,,,,,,,,,,,False,,,,,,,,
5,False,233414,Incident,Working Without a Permit,True,"9/2/2022 1:05:06 PM",2209C-0005-NP,,1221 Waterman Dr,"No permits on file for accessory building and deck in rear of property.  Originally a working without a permit incident in the past, the permitting process was started but never approved/completed and application has since expired.  Construction is complete and structures are being used.",Inspection,"10/14/2022 9:15:00 AM","9/23/2022 9:40:16 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11376453.5100000,6853272.1600000,-78.8718421,38.4668235,1221,1221,Waterman Dr,Harrisonburg,VA,22802,047 K  2,cc86824e-c71f-47e1-9c38-f06ac8ee646a,,,,,,,,,,,False,,,,,,,,
6,False,233651,Incident,Property Maintenance,True,"9/19/2022 8:21:32 AM",2209C-0016-PM,,1732 Evergreen Dr,"Vehicle  drove into garage door multiple times ramming a second car that was inside garage into house wall.  Non load bearing wall issues: 1.  Cosmetic damage to garage portal frame.   2.  Broken band board and sole plate @ 1st floor joists leading from garage to living space.   3.  5x studs damaged,  4.  Severed DWV line and  leaking water lines running to laundry equipment and HWH.   HFD shut off power to garage, laundry room and HWH and shut off entire house water feed at the street.",Violations Remedied,"9/23/2022 9:30:00 AM","9/23/2022 10:05:08 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11368223.0300000,6847385.4000000,-78.9004985,38.4505638,1732,1732,Evergreen Dr,Harrisonburg,VA,22801,123 K  9,47b6cdd1-437f-400c-827c-942b89dad377,,,,,,,,,,,False,,,,,,,,
7,False,233734,Incident,Tall Grass and Weeds,True,"9/23/2022 11:10:48 AM",2209C-0019-TGW,Anonymous,654 Chicago Ave,TGW,No Violations Found,"9/23/2022 11:00:00 AM","9/23/2022 11:11:36 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11375976.1800000,6850088.2700000,-78.8734640,38.4580755,654,654,Chicago Ave,Harrisonburg,VA,22802,039 X  6 7,7faa704f-af4f-4b4d-8977-8d7a5b0a0760,,,,,,,,,,,False,,,,,,,,
8,False,233793,Incident,Working Without a Permit,True,"9/26/2022 8:56:07 AM",2209C-0022-NP,,561 Franklin St,The Real Estate office has informed us that there is major renovation work going on at this residence. We currently do not have any active building permits.,No Violations Found,"9/26/2022 10:30:00 AM","9/26/2022 7:26:10 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11380358.4100000,6845898.4600000,-78.8581032,38.4466185,561,561,Franklin St,Harrisonburg,VA,22801,027 J  6,d86875cb-d25b-4872-905b-6e974221e665,,,,,,,,,,,False,,,,,,,,
9,False,233806,Incident,Working Without a Permit,True,"9/26/2022 3:15:22 PM",2209C-0024-NP,,940 Northfield Ct,Working on roof and only working after 5 or 6 pm. No permit,No Violations Found,"9/27/2022 2:30:00 PM","9/27/2022 3:52:01 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,-1.0000000,-1.0000000,-1.0000000,-1.0000000,,0,,,,,,f529a293-5132-4b83-a987-8ffe11ef4189,,,,,,,,,,,False,,,,,,,,
10,False,233846,Incident,Property Maintenance,False,"9/29/2022 8:40:14 AM",2209C-0028-PM,,1209 Old Furnace Rd,Vehicle into front of TownHouse,Inspection,"9/29/2022 8:30:00 AM","9/29/2022 8:44:04 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,-1.0000000,-1.0000000,-1.0000000,-1.0000000,,0,,,,,,eb0d4e2e-77c1-4efd-83ee-0a4e30e94b9f,,,,,,,,,,,False,,,,,,,,
11,False,233622,Incident,Property Maintenance,False,"9/16/2022 4:55:26 PM",2209C-0015-PM,,2331 Avalon Woods Dr,HPD auxilliary admin - complaintant  Reported deck in danger of collapse,Inspection,"9/27/2022 2:30:00 PM","9/30/2022 9:22:00 AM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11380717.0000000,6836169.9500000,-78.8567191,38.4199084,2331,2331,Avalon Woods Dr,Harrisonburg,VA,22801,084 M 11,4c4e3965-41a5-44c0-80a2-9e3424a9b1b9,,,,,,,,,,,False,,,,,,,,
12,False,233720,Incident,Chickens,False,"9/22/2022 9:59:56 AM",2209C-0017-CHK,Ann Reed Held,151 5th St,Chickens are being kept at this property without a permit. The property is also within 500 feet of a poultry processing plant. No chickens are allowed on the property.,Return Receipt Rc'd,"9/27/2022 12:00:00 AM","9/30/2022 3:01:04 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11377525.4000000,6850730.4000000,-78.8680628,38.4598559,151,151,5th St,Harrisonburg,VA,22802,040 I  1 2,8ee63386-194a-4870-bcac-903ddbe36253,,,,,,,,,,,False,,,,,,,,
