Row,Fav,MasterGridDataID,ObjLabel,TypeName,IsClosed,FilingDate,NumString,Applicant,Location,Descr,Status,StatusDate,ModifiedDate,IsDeleted,TotalFees,UnpaidFees,CanPayFees,PublicDocCount,IsLockedInt,IsLockedExt,CouncilDistrict,Zoning,Value,IsPublic,LU_JurisdictionID,X,Y,XWGS84,YWGS84,HouseNum,HouseNumInt,StreetName,City,St,Zip,Parcel,Guid,UserFavID,UserID,FavType,FavID,IsActive,IsDeleted1,ContactID,CanEdit,CanView,CanRenew,NeedAccept,Origin,Division,Next Compliance Date,Last Compliance Date,Open Violations,Total Violations,Next Hearing Date,Last Hearing Date
1,False,145358,Code Incident,Setback,True,"10/27/2017 4:21:57 PM",1710C-0018-NU,,91 Sharon St,Construction occurring possibly in the setback.,No Violations Found,"10/27/2017 4:15:00 PM","11/2/2017 5:03:43 PM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11370224.0000000,6839917.8700000,-78.8933997,38.4300822,91,91,Sharon St,Harrisonburg,VA,22801,009 A 14,a63d140e-ca09-4642-9b0f-5e34d878c3f5,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
2,False,145261,Code Incident,Tall Grass and Weeds,True,"10/23/2017 12:16:28 PM",1710C-0002-TGW,,217 Port Republic Rd,,Inspection,"10/23/2017 12:15:00 PM","11/3/2017 8:51:36 AM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11374958.6100000,6840463.8400000,-78.8768796,38.4316360,217,217,Port Republic Rd,Harrisonburg,VA,22801,011 O  3,73e30c94-de92-47fc-b8a7-e14f4e6badf8,,,,,,,,False,True,,False,,P&Z,,,0,0,,
3,False,145346,Code Incident,Signage,True,"10/27/2017 9:05:43 AM",1710C-0016-SIGN,Anonymous,50 N Main St,Off premises sign being displayed which says 'Paughs Orchard'.,No Violations Found,"11/3/2017 11:45:00 AM","11/3/2017 11:35:06 AM",False,0.00,0.00,False,0,False,True,,B-1,0.00,True,1,11377519.8000000,6847133.7300000,-78.8680320,38.4499796,50,50,N Main St,Harrisonburg,VA,22802,034 T  8,20f15eb9-20f0-4f10-8395-81fdd4ad585d,,,,,,,,False,True,,False,Citizen,P&Z,,"11/6/2017 12:00:00 AM",0,1,,
4,False,145340,Code Incident,"Junk, Trash and Debris",True,"10/26/2017 11:42:33 AM",1710C-0013-JNK,,425 N Main St,There is junk on the back of the property and it has been spray painted (tagged).,Inspection,"11/3/2017 12:00:00 PM","11/3/2017 3:04:06 PM",False,0.00,0.00,False,0,False,True,,B-1,0.00,True,1,11377621.0400000,6848559.3100000,-78.8676984,38.4538953,425,425,N Main St,Harrisonburg,VA,22802,034 D  2,992a1f25-4939-4523-a93a-7bc8e8621bf0,,,,,,,,False,True,,False,Planning,P&Z,,"11/17/2017 12:00:00 AM",1,1,,
5,False,145429,Code Incident,Inoperable Vehicle,True,"11/3/2017 9:58:43 AM",1711C-0002-INOP,,425 N Main St,Inoperable white vehicle behind location.,Inspection,"11/3/2017 9:45:00 AM","11/8/2017 8:04:38 AM",False,0.00,0.00,False,0,False,True,,B-1,0.00,True,1,11377621.1700000,6848559.6900000,-78.8676979,38.4538963,425,425,N Main St,Harrisonburg,VA,22802,034 D  2,e03c881a-a8ea-4fb4-8ccb-3b375f3f5bf5,,,,,,,,False,True,,False,Planning,P&Z,,"11/10/2017 9:45:00 AM",0,1,,
6,False,145469,Code Incident,"Junk, Trash and Debris",True,"11/9/2017 10:42:00 AM",1711C-0014-JNK,,304 Old South High St,Couch and Chair,Inspection,"11/17/2017 1:30:00 PM","11/9/2017 1:57:02 PM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375430.2000000,6845582.9600000,-78.8753064,38.4456981,304,304,Old South High St,Harrisonburg,VA,22801,025 H 14,848ca0e2-1489-4f23-b42e-95a709b5b489,,,,,,,,False,True,,False,Planning,P&Z,,"11/17/2017 12:00:00 AM",1,1,,
7,False,145341,Code Incident,Signage,True,"10/26/2017 12:40:21 PM",1710C-0014-SIGN,,1011 N Main St,Adjacent to inspection of sign violation at 1001 North Main Street.,No Violations Found,"11/17/2017 11:45:00 AM","11/13/2017 3:11:17 PM",False,0.00,0.00,False,0,False,True,,B-2,0.00,True,1,11380578.7800000,6850676.5600000,-78.8573987,38.4597412,1011,1011,N Main St,Harrisonburg,VA,22802,041 F 31A 31B 34 35,ce755ad4-3d61-40f4-95f1-7f5498d58922,,,,,,,,False,True,,False,Citizen,P&Z,,,0,0,,
8,False,145334,Code Incident,Signage,True,"10/25/2017 4:46:52 PM",1710C-0009-SIGN,Anonymous,1001 N Main St,Off-premises signage on property,No Violations Found,"11/10/2017 8:30:00 AM","11/13/2017 3:11:26 PM",False,0.00,0.00,False,0,False,True,,B-2,0.00,True,1,11380464.5900000,6850688.2500000,-78.8577976,38.4597721,1001,1001,N Main St,Harrisonburg,VA,22802,041 F 33,a9c53c63-9de3-43c3-aa45-9b00c0c53ffb,,,,,,,,False,True,,False,Citizen,P&Z,,"11/6/2017 12:00:00 AM",1,1,,
9,False,145360,Code Incident,Property Maintenance,True,"10/30/2017 9:06:46 AM",1710C-0019-PM,,91 Sharon St,Property Maintenance Inspection with Frank & Rachel,Inspection,"10/30/2017 3:00:00 PM","11/15/2017 8:32:44 AM",False,0.00,0.00,False,0,False,True,,R-1,0.00,True,1,11370257.5300000,6839970.7900000,-78.8932834,38.4302280,91,91,Sharon St,Harrisonburg,VA,22801,009 A 14,f8fd5a15-c445-447d-bd94-5fa4df6e3d50,,,,,,,,False,True,,False,Planning,BLD,,,0,0,,
10,False,145335,Code Incident,Boarding House,True,"10/26/2017 8:22:55 AM",1710C-0010-BH,,264 Old South High St,Rooming and Boarding House Inspection with Rachel & Frank,Inspection,"10/26/2017 9:00:00 AM","11/15/2017 8:33:10 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375677.5400000,6845886.0700000,-78.8744471,38.4465332,264,264,Old South High St,Harrisonburg,VA,22801,025 H 17,58d7111b-ea4d-4347-a70c-4ca2df3417fa,,,,,,,,False,True,,False,Planning,BLD,,,0,0,,
11,False,145336,Code Incident,Boarding House,True,"10/26/2017 8:31:46 AM",1710C-0011-BH,,264 Old South High St,,Inspection,"10/26/2017 8:30:00 AM","11/15/2017 8:33:16 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11375677.5400000,6845886.0700000,-78.8744471,38.4465332,264,264,Old South High St,Harrisonburg,VA,22801,025 H 17,c359310f-8e38-45c3-b826-a11ccc2aee22,,,,,,,,False,True,,False,Planning,BLD,,,0,0,,
12,False,145481,Code Incident,Boarding House,True,"11/13/2017 11:26:41 AM",1711C-0022-BH,,715 N Main St Apt A,"Rooming and Boarding House inspection with Rachel and Frank Meet with Tom Benevento 540-432-3696 at 8:30 am.",Zoning Approval,"11/15/2017 8:32:05 AM","11/15/2017 8:33:24 AM",False,0.00,0.00,False,0,False,True,,M-1C,0.00,True,1,11379036.7900000,6849770.1100000,-78.8627713,38.4572355,715,715,N Main St,Harrisonburg,VA,22802,040 T 10,7554c9d1-2ced-48b0-baed-6893d6347061,,,,,,,,False,True,,False,Citizen,BLD,,,0,0,,
13,False,145331,Code Incident,Boarding House,True,"10/25/2017 1:41:56 PM",1710C-0007-BH,,1357 S Main St,Rooming & Boarding House Inspection,Inspection,"10/25/2017 4:00:00 PM","11/15/2017 8:33:50 AM",False,0.00,0.00,False,0,False,True,,R-3,0.00,True,1,11373505.6100000,6841329.4800000,-78.8819645,38.4339965,1357,1357,S Main St,Harrisonburg,VA,22801,018 J 12,1d5c31a6-a061-40fa-8e69-181e1fc32059,,,,,,,,False,True,,False,Planning,BLD,,,0,0,,
14,False,145559,Code Incident,"Junk, Trash and Debris",True,"11/22/2017 1:43:00 PM",1711C-0033-JNK,Anonymous,71 Charles St,Junk in Alley,No Violations Found,"10/5/2017 1:30:00 PM","11/22/2017 3:36:05 PM",False,0.00,0.00,False,0,False,True,,,0.00,True,1,11380446.7100000,6850916.3800000,-78.8578632,38.4603983,71,71,Charles St,Harrisonburg,VA,22802,041 F 40,837366c8-aca9-4c2e-9a96-ae84532dd5db,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
15,False,145563,Code Incident,Tall Grass and Weeds,True,"8/8/2017 10:59:17 AM",1708C-0001-TGW,Stephan & Christine Niklaus,404 Virginia Ave,Tall grass and weeds,No Violations Found,"11/27/2017 11:00:45 AM","11/27/2017 11:09:05 AM",False,0.00,0.00,False,0,False,True,,R-2,0.00,True,1,11376626.1000000,6848621.2200000,-78.8711736,38.4540543,404,404,Virginia Ave,Harrisonburg,VA,22802,035 G  9,8bc161fc-d3b5-4be7-9df7-77030e4dd104,,,,,,,,False,True,,False,CE Officer,P&Z,,,0,0,,
